,Date,Time,Location,Operator,FlightNr,Route,AC Type,Registration,SerialNr,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,CrashLong,CrashLat,StartEnd,latStart,longStart,latEnd,longEnd
4249,2001-02-08,19:20:00,"Beaver Island, Minnesota",Northern Illinois Flight Center,,Chicago - Beaver Island,Swearingen SA.227AT Merlin IVC,N318DH,AT-469,6,4,2,2,0.0,2.0,0,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",-94.14943319999999,45.5341319,Chicago-Beaver Island,41.8781136,-87.6297982,45.6467627,-85.5520726
4250,2001-02-10,,"Jakobkondre, Suriname",Gum Air Charter,,Paramaribo - Jakobkondre,GAF Nomad N24A,PZ-TBP,N24A-73,10,9,1,10,9.0,1.0,0,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.",-55.53824059999999,4.9348601,Paramaribo-Jakobkondre,5.8520355,-55.2038278,,
4251,2001-02-27,17:30:00,"Near Granton Harbour, Scotland",Loganair,670,Edinburgh - Belfast,Shorts 360-100,G-BNMT,SH3723,2,0,2,2,0.0,2.0,0,Double engine failure on take off cause the cargo plane to ditch in Firth of the Forth estuary. Icing.,-3.2421983,55.97791950000001,Edinburgh-Belfast,55.953252,-3.188267,54.59728500000001,-5.93012
4252,2001-03-03,09:55:00,"Unadilla, Georgia",Military - Florida Army National Guard,,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",Short 360,93-1336,3684/3420,21,18,3,21,18.0,3.0,0,"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.",-83.7365798,32.2617127,"Fort Walton Beach, Fl-Oceana Naval Air Station, VA",30.42007079999999,-86.6170308,36.8203307,-76.02758589999999
4253,2001-03-03,14:48:00,"Bangkok, Thailand",Thai Airways,114,Bangkok - Chiang Mai.,Boeing B-737-4D7,HS-TDC,25321/2113,5,0,5,1,0.0,1.0,0,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",100.5017651,13.7563309,Bangkok-Chiang Mai.,13.7563309,100.5017651,18.7883439,98.98530079999999
4254,2001-03-15,,"Medina, Saudi Arabia",Vnukovo Airlines,,Istanbul - Moscow,Tupolev 154M,RA-85619,86A-738,174,162,12,3,2.0,1.0,0,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",39.5691841,24.5246542,Istanbul-Moscow,41.0082376,28.9783589,55.755826,37.6173
4255,2001-03-24,16:30:00,"Gustavia, St. BarthÃ©lÃ©my, French West Indies",Air Caraibes,1501,St. Maarten - St. BarthÃ©lÃ©my,de Havilland Canada DHC-6 Twin Otter,F-OGES,254,19,17,2,19,17.0,2.0,1,The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. BarthÃ©lÃ©my. While attempting to land at St. BarthÃ©lÃ©my the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.,-62.85220099999999,17.8964345,St. Maarten-St. BarthÃ©lÃ©my,18.04248,-63.05483,,
4256,2001-03-26,18:25:00,"Jadura, Indonesia",Merpati Nusantara Airlines,,Training,Fokker F-27 Friendship 500F,PK-MFL,10609,3,0,3,3,0.0,3.0,0,"While approaching Juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.",113.287085,-7.0777326, ,,,,
4257,2001-03-29,19:01:00,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,-,Los Angeles - Aspen,Grummand Gulfstream III,N303GA,303,18,15,3,18,15.0,3.0,0,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.",-106.8175387,39.1910983,Los Angeles-Aspen,34.0522342,-118.2436849,39.1910983,-106.8175387
4258,2001-04-04,,"Adar Yeil, Sudan",Military - Sudan Air Force,,Adar Yeil - Khartoum,Antonov AN-24,,0,30,0,0,14,0.0,0.0,0,"The aircraft crashed on takeoff during a sandstorm, killing Sudan's deputy defense minister and 13 high-ranking military officers.",30.217636,12.862807,Adar Yeil-Khartoum,,,15.5006544,32.5598994
4259,2001-04-07,15:30:00,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,,Vinh - Dong Hoi - Hue,Mil Mi-18 Helicopter,VN-8415,96168,16,13,3,16,13.0,3.0,0,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.",108.277199,14.058324,Vinh-Hue,18.6795848,105.6813333,,
4260,2001-04-28,05:15:00,"Near Roque Perez, Argentina",Private - Techint  group,,San Fernando - El Calafate,Cessna  208B Grand Caravan,LV-WSC,208B-0580,10,8,2,10,8.0,2.0,0,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.",-59.3348143,-35.4006236,San Fernando-El Calafate,34.2819461,-118.4389719,-50.337969,-72.2647981
4261,2001-05-16,13:15:00,"Malatya, Turkey",Military - Turkish Air Force,,Diyarbakir - Ankara,CASA CN-235M-10,,C-006,34,28,6,34,28.0,6.0,0,"The aircraft went into a steep dive from 17,000 feet and crashed into a field. Hydraulic failure caused by ice.",38.33352470000001,38.3553627,Diyarbakir-Ankara,37.9249733,40.2109826,39.9333635,32.8597419
4262,2001-05-17,07:45:00,"Near Sari, Iran",Faraz Qeshm Airlines,,Tehran - Gorgan,Yakovlev YAK-40,EP-TQP,9740856,30,25,5,30,25.0,5.0,0,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking off from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.",53.0586328,36.5658729,Tehran-Gorgan,35.7218583,51.3346954,36.8418265,54.4333563
4263,2001-05-17,12:21:00,"Mendoza, Argentina",Fuerza AÃ©rea Argentina,,Mendoza - Parana,Fokker F-27 Friendship 400M,TC-76,10412,5,0,5,5,0.0,5.0,0,Shortly after taking off the plane veered to the right and crashed into a field. Engine failure.,-68.8458386,-32.8894587,Mendoza-Parana,-32.8894587,-68.8458386,-25.2520888,-52.0215415
4264,2001-05-22,16:35:00,"Near Myakotino, Russia",Military - Russian Air Force,,Rzhevsk - Morsansk,Antonov 12MGA,RA-12135,347002,7,0,7,7,0.0,7.0,0,Crashed while en route.,34.5910005,55.8744088,Rzhevsk-Morsansk,,,53.444776,41.819164
4265,2001-06-15,14:30:00,"Jayapura, Indonesia",Manunggal Air,,Jayapura - Wamena,Transall C-160NG,PK-VTP,233,19,16,3,1,1.0,0.0,0,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.",140.6689995,-2.5916025,Jayapura-Wamena,-2.5916025,140.6689995,-4.0921497,138.9461887
4266,2001-07-04,02:08:00,"Near Irkutsk, Russia",Vladivostokavia,352,Yekaterinburg - Irkutsk - Vladivostok,Tupolev TU-154M,RA-85845,86A-735,145,136,9,145,136.0,9.0,0,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned.Â Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed.",104.2890222,52.2854834,Yekaterinburg-Vladivostok,56.8430993,60.64540859999999,43.1332484,131.9112975
4267,2001-07-05,11:40:00,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,,Jinhae - Ockpo,Sikorsky S-76B helicopter,HL9240,760341,12,9,3,8,7.0,1.0,0,"After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.",128.7100381,35.1330251,Jinhae-Ockpo,35.1330251,128.7100381,,
4268,2001-07-12,12:05:00,"Near Puerto Cabello, Venezuela",Private - Overtec Company,,Puerto Cabello - Caracas,Antonov AN-28 PZL-Mielec M-28 Sky Truck,YV-117CP,AJE 001-10,13,10,3,13,10.0,3.0,0,The aircraft crashed and burned moments after taking off from General Bartholomew SalÃ³m Airport during a National Guard demonstration. The right engine appeared to have failed at a critical stage in the takeoff. There were 8 civilians and 5 military personnel board.,-68.02986539999999,10.4697685,Puerto Cabello-Caracas,10.4697685,-68.02986539999999,10.4805937,-66.90360629999999
4269,2001-07-14,08:53:00,"Near Moscow, Russia",Russ Air Transport Company,,Moscow - Norilsk,Ilyushin IL-76,RA-76588,43451530,10,0,10,10,0.0,10.0,0,"The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.",37.6173,55.755826,Moscow-Norilsk,55.755826,37.6173,69.35579,88.18929380000002
4270,2001-08-05,04:43:00,"ReykjavÃ­k, Iceland",Naske Air,,"ReykjavÃ­k, Iceland - Narsarsua, Greenland",Dassault Falcon 20C,D-CBNA,63,3,1,2,3,1.0,2.0,0,The cargo plane crashed into a hill and broke up. Crew did not follow standard operating procedures. Crew fatigue.,-21.9426354,64.146582,"ReykjavÃ­k, Iceland-Narsarsua, Greenland",64.146582,-21.9426354,61.156703,-45.4254299
4271,2001-08-10,14:35:00,"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,,Grand Canyon NP - Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,N169PA,2477,7,6,1,6,5.0,1.0,0,"The sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot Grand Wash Cliffs just outside the boundaries of Grand Canyon National Park. The aircraft was returning to McCarran International Airport where it had originated. Besides the pilot, all victims, including the one survivor, were members of the same family. The pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. Factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.",-114.0684841,36.002155,Grand Canyon NP-Las Vegas,36.1069258,-112.1129484,36.171563,-115.1391009
4272,2001-08-23,,"Mugogo, Democratic Republic Congo",Victoria Airlines,,Kama - Kapmene,Antonov 28,3C-LLA,1AJ005-22,11,9,2,4,2.0,2.0,0,After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.,21.758664,-4.038333,Kama-Kapmene,,,,
4273,2001-08-24,05:42:00,"Ithaca, New York",Ameristar Jet Charter,,"Ithaca, NY - Jackson, MI",Learjet 25,N153TW,25-053,2,0,2,2,0.0,2.0,0,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.",-76.5018807,42.4439614,"Ithaca, NY-Jackson, MI",42.4439614,-76.5018807,42.245869,-84.40134619999999
4274,2001-08-24,18:46:00,"Lajes, Terceira, Azores",Air Transat,236,Toronto - Lisbon,Airbus A-330-243,C-GITS,271,304,291,13,0,0.0,0.0,0,"The crew reported that they had a loss of fuel and were going to have to divert to Lajes AFB. Shortly thereafter, they said that they only had five minutes of fuel and probably would not reach Lajes. The Airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at Lajes Airport. Several tires blew out causing a fire which was quickly extinguished by emergency crews.  Eleven passengers were slightly injured. The leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulic pump. Mechanics did not completely follow a Rolls-Royce service bulletin. In addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. The official report stated the cause was the pilots responded incorrectly to the fuel leak.  The pilots acted from memory rather than utilizing a checklist, so they never saw a ""Caution"" note in the Fuel Imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.",-27.1058848,38.7625129,Toronto-Lisbon,43.653226,-79.3831843,38.7222524,-9.1393366
4275,2001-08-29,10:15:00,"Near Malaga, Spain",Binter MediterrÃ¡neo,8261,Melilla - MÃ¡laga,CASA  CN-235-200,EC-FBC,C033,47,44,3,4,3.0,1.0,0,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in MÃ¡laga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.",-4.421719899999999,36.7211784,Melilla-MÃ¡laga,35.2922775,-2.9380973,,
4276,2001-09-11,09:45:00,"Arlington, Virginia.",American Airlines,77,Washington D.C. - Los Angeles,Boeing B-757-223,N644AA,24602/365,64,58,6,64,58.0,6.0,125,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.,-77.1067698,38.8799697,Washington D.C.-Los Angeles,38.9071923,-77.0368707,34.0522342,-118.2436849
4277,2001-09-11,08:47:00,"New York City, New York",American Airlines,11,Boston - Los Angeles,Boeing 767-223ER,N334AA,22332/169,92,81,11,92,81.0,11.0,2750,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",-74.0059728,40.7127753,Boston-Los Angeles,42.3600825,-71.0588801,34.0522342,-118.2436849
4278,2001-09-11,09:03:00,"New York City, New York",United Air Lines,175,Boston - Los Angeles,Boeing B-767-222,N612UA,21873/41,65,56,9,65,56.0,9.0,2750,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",-74.0059728,40.7127753,Boston-Los Angeles,42.3600825,-71.0588801,34.0522342,-118.2436849
4279,2001-09-11,10:03:00,"Shanksville, Pennsylvania",United Air Lines,93,Newark - San Francisco,Boeing B-757-222,N591UA,28142/718,44,37,7,44,37.0,7.0,0,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.,-78.9072458,40.0178571,Newark-San Francisco,40.735657,-74.1723667,37.7749295,-122.4194155
4280,2001-09-12,16:25:00,"Near Chichen Itza, Mexico",Aero Ferinco Charter,-,Chichen Itza - Cozumel,LET 410UVP,XA-ACM,892401,19,17,2,19,17.0,2.0,0,"The aircraft crashed 4.4 miles from Kura Airport shortly after a normal takeoff. The plane was flying at about 1,500 feet when it began turning onto a course requested by the air traffic controller. It did not stop turning and suddenly plunged to the ground.",-88.5683091,20.6791438,Chichen Itza-Cozumel,20.6842849,-88.5677826,20.4229839,-86.9223432
4281,2001-09-15,,"Belo Horizonte, Brazil",TAM (Brazil),9755,Recife  - Sao Paulo,Fokker 100,PT-MRN,11443,82,77,5,1,1.0,0.0,0,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",-43.9386685,-19.919052,Recife -Sao Paulo,-8.0577401,-34.8829629,-23.5557714,-46.6395571
4282,2001-09-18,07:30:00,"Guatemala City, Guatemala",Atlantic Airlines,870,"Guatemala City - San Pedro Sula, Honduras",LET 410UVP-E,TG-CPE,861705,13,11,2,9,8.0,1.0,0,The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.,-90.5068824,14.6349149,"Guatemala City-San Pedro Sula, Honduras",14.6349149,-90.5068824,15.5038827,-88.01386190000001
4283,2001-10-04,13:44:00,"110 miles SW of Sochi, Russia",Sibir Airlines,1812,"Tel Aviv -  Novosibirsk, Russia",Tupolev Tu-154M,RA-85693,90A-866,78,66,12,78,66.0,12.0,0,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.",39.7341543,43.60280789999999,"Tel Aviv- Novosibirsk, Russia",32.0852999,34.78176759999999,54.9832693,82.8963831
4284,2001-10-08,17:50:00,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,, Iyachisakus Lake - Mollet Lake,de Havilland DHC-2 Mk 1 Beaver,C-GPUO,810,7,6,1,3,2.0,1.0,0,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.,-71.20745959999999,46.8130816, Iyachisakus Lake-Mollet Lake,55.6405202,-75.2087624,45.5165465,-84.5155034
4285,2001-10-08,08:10:00,"Milan, Italy",Scandinavian Airlines (SAS) / Private,686 / -,Milan - Copenhagen / Milan - Paris,MD-87 / Cessna 525A Citation II,SE-DMA / D-IEVX,53009/ 525A-0036,114,106,8,114,106.0,8.0,4,"The MD-87 aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 rotated for takeoff and did make it into the air for 9 seconds, but was too damaged to sustain flight. The plane then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different taxiway and hold short of the runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures and improper terminology used by the tower. Communication between the aircraft and the tower had been ""in English and Italian,"" as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility and inadequately marked airport landmarks, the control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood. There was no ground radar, runway motion sensors were turned off and it took 20 minutes before anyone realized the two planes had collided.",9.189982,45.4642035,Milan-Paris,45.4642035,9.189982,48.856614,2.3522219
4286,2001-10-10,10:42:00,"Off Valencia, Spain",Flightline,101,"Barcelona - Oran, Algeria",Swearingen SA-226AT Merlin IV,EC-GDV,AT-043,10,8,2,10,8.0,2.0,0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water. Electrical power was presumably lost following a lightning strike. Control was lost and the airplane crashed into the sea.",-0.3854775,39.4767529,"Barcelona-Oran, Algeria",41.3873974,2.168568,35.6987388,-0.6349319
4287,2001-10-10,09:26:00,"Dillingham, Alaska",PenAir,350,Dillingham - King Salmon,Cessna 208 Caravan,N9530F,20800088,10,9,1,10,9.0,1.0,0,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist.",-158.4633056,59.0395277,Dillingham-King Salmon,59.0395277,-158.4633056,,
4288,2001-10-11,23:35:00,"Shamattawa, Canada",Perimeter Airlines,,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,C-GYPA,TC-250,3,1,2,2,0.0,2.0,0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatogravic illusion, which most likely led to the captain losing situational awareness.",-92.098404,55.86172,Gods Narrows-Shamattawa,54.5552204,-94.48091629999999,55.86172,-92.098404
4289,2001-10-18,15:43:00,"Anchorage, Alaska",ERA Aviation - Air Taxi,,"Fire Island, AK - Anchorage, AK",Bell 206L,N400EH,45108,5,4,1,3,2.0,1.0,0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",-149.8996785,61.2175758,"Fire Island, AK-Anchorage, AK",61.1512283,-150.2071397,61.2175758,-149.8996785
4290,2001-11-12,09:16:00,"Belle Harbor, Queens, New York",American Airlines,587,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,N14053,420,260,251,9,260,251.0,9.0,5,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.",-73.8507279,40.5754846,"New York City-Santo Domingo, Dominican Rep.",40.7127753,-74.0059728,18.4860575,-69.93121169999999
4291,2001-11-19,18:19:00,"Kalyazin, Russia",Charter - IRS Aero,LDF -9601/02,Khatanga - Moscow,Ilyushin 18V,RA-75840,182005301,27,18,9,27,18.0,9.0,0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,37.8281848,57.2409979,Khatanga-Moscow,71.964027,102.440613,55.755826,37.6173
4292,2001-11-22,13:05:00,"Pittsburgh, Pennsylvania",Universal Jet Aviation,,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,N5UJ,25-088,2,0,2,2,0.0,2.0,0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.",-79.9958864,40.44062479999999,"Pittsburgh, PA-Baca Raton, Fl",40.44062479999999,-79.9958864,26.3683064,-80.1289321
4293,2001-11-23,18:35:00,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),,Tallinn - Kardla,Antonov AN-28,ES-NOV,1AJ003-03,17,14,3,2,2.0,0.0,0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,22.8502318,58.96854159999999,Tallinn-Kardla,59.43696079999999,24.7535746,58.9987098,22.7411776
4294,2001-11-24,22:07:00,"Birchwil, Switzerland",Crossair,3597,Berlin - Zurich,BAE Avro RJ100,HB-IXM,E-3291,33,28,5,24,21.0,3.0,0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a ""minimum"" warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-music trio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash. A controlled flight into terrain caused by the captain deliberately descending below the minimum descent altitude without having the required visual contact with either the approach lights or the runway and the copilot making no attempt to prevent the continuation of the flight below the minimum descent altitude. The report revealed that the pilot had failed to perform correct navigation and landing procedures before, but no action had been taken by the airline.  The range of hills the plane crashed into was not marked in the Jeppesen approach chart used by the crew, despite the hilly terrain the approach to runway 28 was not equipped with a minimum safe altitude warning (MSAW) system, which triggers an alarm if a minimum safe altitude is violated, and the airport's means of determining visibility were inadequate for runway 28 and the visual minimums at the time of the accident were actually inappropriate for using the standard approach to runway 28.",8.6372,47.45826,Berlin-Zurich,52.52000659999999,13.404954,47.3768866,8.541694
4295,2001-11-27,01:56:00,"Port Harcourt, Nigeria",MK Airlines,,Luxembourg - Port Harcourt,Boeing 747-246F,9G-MKI,22063/432,13,0,13,1,0.0,1.0,0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.",6.974603999999999,4.847222599999999,Luxembourg-Port Harcourt,49.815273,6.129582999999999,4.847222599999999,6.974603999999999
4296,2001-12-01,01:43:00,"Near Novaya Inya , Russia","Military - Russian, cargo",-,Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,RA-76839,1023411375,18,9,9,18,9.0,9.0,0,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.,144.862197,59.37554600000001,Moscow-Anadyr,55.755826,37.6173,64.7336613,177.4968266
4297,2001-12-14,,"Geti, Democratic Republic Congo",Eagle Air,,Bunia - Beni,Let 410A,5X-CNF,730208,6,4,2,6,4.0,2.0,0,The plane may have been shot down by Allied Democratic Forces rebels.,30.16922,1.242472,Bunia-Beni,1.574278,30.23973359999999,,
4298,2001-12-16,10:21:00,"Near Medellin, Colombia",Heliandes,,Medellin - Quibdo,Let 410UVP-E,HK-4175X,861618,16,14,2,16,14.0,2.0,0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.",-75.56581530000001,6.2476376,Medellin-Quibdo,6.2476376,-75.56581530000001,5.695633,-76.649812
4299,2001-12-26,10:20:00,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,1,8,7.0,1.0,0," The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",8.5809424,53.5395845,Bremerhaven-Wangerooge,53.5395845,8.5809424,53.78904679999999,7.9019602
